MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
7,2.4,8.6,0.86,1.0342,0.19,0.03,0.0,-0.7,-1.8,0.8,False
8,3.2,9.1,0.89,1.0326,0.19,0.43,0.0,-1.2,-3.1,0.9,False
8,2.8,7.3,0.95,1.0291,0.19,0.38,0.0,1.4,0.4,2.2,False
8,2.7,7.0,0.88,1.0255,0.19,0.05,0.0,1.9,0.4,3.4,False
7,2.3,5.1,0.9,1.0209,0.19,0.06,0.0,1.7,0.7,2.9,False
7,2.2,6.8,0.87,1013,0.19,0.01,0.0,-0.3,-1.5,0.9,False
8,2.2,7.2,0.88,1.0062,0.19,0.1,0.0,-1.9,-2.6,-1.2,False
8,3.6,10.0,0.87,1.0073,0.19,0.49,0.0,-4.5,-6.0,-2.5,False
5,3.8,9.9,0.79,1.0173,0.32,0.0,0.8,-5.8,-7.8,-3.9,False
3,2.3,6.3,0.73,1.0199,0.62,0.79,5.5,-7.2,-9.9,-3.5,False
7,3.7,14.2,0.83,1.0069,0.56,0.57,4.3,3.2,-6.4,8.9,False
8,2.1,6.6,0.87,1008,0.2,0.03,0.0,3.2,0.2,4.2,False
8,1.9,5.3,0.98,1.0181,0.2,0.51,0.0,0.0,-0.9,0.4,False
8,1.8,4.3,0.92,1.0285,0.2,0.03,0.0,-0.2,-1.0,0.4,False
8,2.8,11.4,0.89,1.0276,0.24,0.0,0.1,-0.7,-1.2,0.4,False
8,3.2,13.8,0.84,1.0196,0.2,0.0,0.0,-0.9,-1.4,-0.3,False
8,1.8,6.5,0.88,1.0217,0.2,0.0,0.0,-1.5,-2.3,-0.7,False
8,2.2,5.5,0.9,1.0275,0.2,0.0,0.0,-2.5,-3.8,-1.4,False
8,2.1,6.1,0.91,1.03,0.21,0.0,0.0,-2.5,-4.1,-1.8,False
8,1.5,3.6,0.91,1.0316,0.21,0.0,0.0,-3.9,-5.0,-2.7,False
1,1.3,3.9,0.86,1.0346,0.78,0.0,7.9,-5.9,-8.7,0.0,False
3,1.1,3.7,0.84,1.0342,0.8,0.0,8.1,-5.3,-9.6,2.9,False
4,1.6,4.6,0.79,1.0354,0.76,0.0,7.2,-4.2,-7.3,1.7,False
3,1.9,5.9,0.84,1.0351,0.77,0.0,7.2,-5.8,-8.8,-1.4,False
8,2.0,5.9,0.92,1.0348,0.22,0.0,0.0,-8.1,-9.3,-6.6,False
3,1.7,4.2,0.87,1.0303,0.67,0.0,5.1,-8.2,-11.0,-3.8,False
0,1.2,4.0,0.82,1.0267,0.83,0.0,8.0,-9.4,-13.0,-3.4,False
8,2.0,9.5,0.89,1.0154,0.23,1.51,0.0,-1.6,-11.1,3.3,False
8,5.2,13.1,0.89,1.0113,0.23,0.03,0.0,1.9,-0.5,2.8,False
3,2.0,6.3,0.81,1.0258,0.85,0.0,7.9,1.2,-0.8,5.3,False
3,2.8,15.2,0.78,1.0247,0.87,0.17,8.1,1.4,-3.7,5.9,False
5,5.2,16.5,0.79,1.0237,0.55,0.32,2.6,2.6,0.8,4.9,False
8,3.1,8.4,0.89,1.0329,0.24,0.01,0.0,-1.1,-7.1,1.0,False
0,3.3,9.2,0.71,1.0414,0.9,0.0,8.1,-8.1,-12.0,-4.4,False
1,2.9,7.2,0.72,1038,0.92,0.0,8.4,-9.6,-13.3,-4.4,False
7,1.5,5.7,0.75,1023,0.25,0.0,0.0,-4.5,-11.5,1.1,False
4,2.5,7.9,0.74,1.0171,0.85,0.0,6.6,-3.6,-8.8,-0.2,False
6,2.1,5.8,0.73,1.0222,0.55,0.0,2.1,-6.8,-9.7,-3.1,False
4,2.3,6.4,0.73,1025,0.84,0.0,6.1,-4.2,-7.8,1.3,False
1,2.4,7.9,0.74,1.0285,0.96,0.0,8.0,-4.0,-7.6,1.5,False
0,1.9,5.7,0.75,1029,0.99,0.0,8.4,-4.3,-8.1,1.6,False
4,1.1,3.5,0.8,1.0268,0.89,0.0,6.4,-3.8,-7.8,3.2,False
3,1.2,3.2,0.86,1.0254,0.98,0.0,7.7,-4.4,-8.4,1.1,False
0,1.5,4.2,0.78,1.0219,1.04,0.0,8.5,-2.4,-6.0,4.6,False
1,1.4,4.1,0.83,1.0204,1.04,0.0,8.3,-4.7,-9.3,2.8,False
8,1.5,6.5,0.9,1.0264,0.29,0.06,0.0,-6.5,-8.9,-5.1,False
3,1.8,4.7,0.85,1.0308,0.88,0.02,5.3,-5.4,-9.9,-3.6,False
8,2.3,5.4,0.83,1.0293,0.42,0.31,0.4,-2.3,-4.4,-0.3,False
8,5.9,14.6,0.91,1.0227,0.3,0.49,0.0,0.6,-1.4,1.8,False
8,5.7,16.8,0.81,1.0112,0.31,0.19,0.0,1.5,0.4,3.3,False
5,6.3,17.8,0.8,1.0094,0.57,0.1,1.3,0.2,-1.9,3.4,False
8,7.0,17.0,0.87,1.0162,0.32,0.55,0.0,-1.4,-2.7,-0.6,False
5,1.7,5.6,0.88,1.0279,0.73,0.15,2.6,-2.7,-7.9,0.7,False
4,1.3,5.2,0.82,1.0297,1.11,0.0,7.4,-5.6,-10.8,-0.5,False
3,1.5,4.6,0.75,1027,1.22,0.0,8.9,-3.6,-8.4,2.1,False
7,1.7,6.9,0.76,1024,0.69,0.0,2.0,-0.9,-7.0,3.4,False
7,2.4,11.7,0.81,1.0114,0.34,1.42,0.0,3.5,-0.9,6.6,False
7,3.5,15.9,0.88,0.9968,0.52,0.7,0.6,5.4,3.4,8.8,False
4,5.6,17.3,0.7,1.0,1.03,0.0,5.3,4.7,3.2,8.1,False
7,2.5,12.2,0.66,1.0039,0.55,0.04,0.7,5.1,3.0,7.8,False
3,3.4,11.6,0.61,1.0042,1.2,0.0,7.2,5.9,1.8,10.0,False
6,2.5,8.4,0.72,1.0046,1.02,0.05,4.7,5.1,1.1,8.8,False
5,2.3,7.4,0.79,1.0125,0.91,0.0,3.4,4.6,1.8,8.6,False
8,3.2,8.1,0.83,1.02,0.38,0.0,0.0,1.7,0.2,2.3,False
8,3.0,10.4,0.83,1.0195,0.53,0.0,0.4,0.5,-0.7,2.7,False
8,5.5,15.1,0.72,1.0138,0.39,0.0,0.0,0.6,-1.9,3.0,False
7,3.0,9.9,0.76,1.0112,0.63,0.29,0.8,-0.8,-2.3,0.9,False
8,2.4,6.7,0.86,1.0154,0.41,0.16,0.0,-3.1,-5.8,-1.6,False
5,1.8,4.5,0.75,1.0183,1.14,0.0,5.0,-4.4,-6.4,-0.7,False
8,3.7,13.7,0.69,1.0092,0.74,0.07,1.3,-2.7,-7.0,-0.1,False
6,5.2,16.4,0.74,1.0074,1.0,0.12,3.4,-1.8,-4.8,1.0,False
3,4.2,14.0,0.64,1.0086,1.2,0.0,5.1,-2.6,-5.9,1.4,False
7,4.0,19.1,0.72,1.0003,0.77,2.05,1.5,1.7,-2.9,7.3,False
8,2.3,10.0,0.93,0.9992,0.44,3.52,0.0,-0.9,-3.2,3.9,False
6,2.3,6.1,0.87,1.0076,0.45,0.18,0.0,-3.0,-4.0,-1.2,False
6,3.9,9.3,0.84,1.0167,0.9,0.04,2.2,-1.9,-3.7,0.4,False
6,3.6,12.4,0.85,1.0213,1.05,0.13,3.2,-2.3,-4.8,0.3,False
6,2.3,10.5,0.79,1.0135,1.41,1.7,6.2,-1.3,-7.6,4.5,False
8,6.7,17.7,0.81,1.0031,0.56,0.57,0.2,5.9,3.7,8.0,False
6,4.9,18.8,0.76,1.0062,1.06,0.06,3.0,3.9,0.5,6.6,False
7,4.4,17.4,0.78,1.0071,0.81,0.21,1.3,1.7,-3.7,4.5,False
6,3.7,12.2,0.8,1026,1.29,0.08,4.6,-5.2,-6.6,-2.7,False
4,3.0,8.3,0.73,1.0314,1.61,0.0,7.3,-4.4,-6.8,-0.8,False
1,2.5,6.9,0.71,1.0275,1.86,0.0,9.6,-3.5,-7.6,1.0,False
6,2.7,8.2,0.74,1022,0.97,0.0,2.0,-2.2,-5.8,0.5,False
8,2.4,6.8,0.73,1023,0.52,0.0,0.0,-1.9,-3.4,-0.8,False
8,2.2,6.9,0.77,1.0229,0.65,0.04,0.3,-0.4,-2.4,2.1,False
3,3.9,10.8,0.74,1.0198,1.67,0.0,7.1,0.5,-1.9,4.6,False
3,1.9,4.9,0.73,1.0141,1.84,0.0,8.5,1.1,-3.9,7.9,False
0,1.5,6.4,0.62,1011,2.1,0.0,10.8,4.4,-3.4,12.0,False
6,1.7,6.3,0.62,1.0066,1.63,0.25,6.3,8.3,2.7,13.9,False
8,2.4,5.9,0.91,1.0082,0.56,0.0,0.0,4.9,1.4,6.7,False
7,2.7,7.6,0.79,1.0128,0.56,0.0,0.0,1.5,-0.3,3.6,False
5,2.4,7.3,0.7,1008,1.75,0.04,6.9,4.4,-1.8,10.4,False
6,4.6,15.5,0.71,1.0124,0.96,0.55,1.4,9.8,6.3,13.4,False
8,4.0,12.1,0.79,1.0167,0.64,0.18,0.1,11.3,8.5,15.0,False
5,2.9,14.4,0.6,1011,1.47,0.03,4.4,14.7,8.0,21.1,False
8,3.4,10.2,0.87,1.0098,0.59,1.07,0.0,8.0,5.3,11.0,False
7,5.4,14.8,0.71,1.0142,1.33,0.04,3.3,7.0,4.6,10.0,False
7,3.4,13.3,0.71,1.0144,0.75,0.28,0.3,8.8,4.9,11.6,False
5,6.8,25.5,0.62,1.0135,1.63,0.01,5.2,12.3,9.8,16.1,False
5,3.5,11.7,0.54,1.0152,1.86,0.05,6.8,12.9,8.8,18.7,False
5,3.9,13.5,0.68,1016,1.62,0.46,4.9,11.3,7.6,17.0,False
5,4.2,18.0,0.82,1.0198,1.5,1.29,4.0,6.7,4.2,10.3,False
5,3.5,9.8,0.72,1.0169,1.98,0.02,7.4,6.8,3.1,11.7,False
8,2.9,7.9,0.9,1.0099,0.65,1.85,0.0,2.4,0.2,4.5,False
6,1.5,5.0,0.71,1.0171,1.58,0.0,4.3,2.7,-0.2,6.6,False
1,1.7,6.6,0.6,1.0173,2.64,0.0,12.6,4.6,-2.0,10.7,False
0,3.1,13.5,0.51,1.0137,2.66,0.04,12.6,9.4,1.5,16.4,False
8,2.5,7.0,0.81,1014,0.67,0.51,0.0,7.2,4.9,9.1,False
8,3.0,7.5,0.93,1.0106,0.68,1.9,0.0,4.0,0.2,6.6,False
8,2.9,6.7,0.95,1.0188,0.68,0.95,0.0,1.2,0.2,2.7,False
8,3.6,9.4,0.83,1.0168,0.69,0.08,0.0,2.3,0.2,4.1,False
8,5.5,16.9,0.78,1.0166,1.47,0.1,3.1,5.6,2.9,9.0,False
6,5.7,17.8,0.71,1.0153,0.85,0.0,0.3,10.0,6.0,13.4,False
8,2.6,7.8,0.73,1.0142,1.81,0.48,5.1,11.5,5.2,16.9,False
7,5.7,19.1,0.75,1.0133,1.9,0.41,5.6,11.5,8.2,15.7,False
6,2.3,14.7,0.76,1.0139,1.64,0.38,3.9,10.7,8.1,16.0,False
6,1.8,5.9,0.69,1.0148,1.55,0.0,3.3,11.0,8.2,14.8,False
7,1.6,6.4,0.68,1015,1.56,0.26,3.3,11.7,8.0,15.9,False
2,1.6,6.2,0.6,1.0158,2.55,0.0,10.0,12.5,5.4,19.3,True
1,1.8,6.4,0.52,1.0159,2.92,0.0,13.0,14.0,6.1,21.2,True
4,2.8,11.3,0.58,1.0158,2.44,0.18,9.0,14.3,8.7,20.9,False
5,3.0,14.2,0.71,1.0157,1.82,0.0,4.6,13.1,9.0,19.1,True
3,2.1,8.7,0.62,1.0173,2.78,0.0,11.4,14.6,7.7,21.4,True
6,2.0,9.1,0.63,1.0178,2.04,0.0,5.9,15.6,10.1,20.8,True
7,2.4,9.4,0.76,1.0176,0.89,0.41,0.2,14.0,11.5,16.1,False
8,2.5,6.9,0.91,1.0163,0.85,1.72,0.1,12.0,10.6,15.5,False
8,3.2,8.7,1.0,1.0136,0.78,1.74,0.0,10.4,8.0,12.0,False
8,2.6,9.5,0.9,1014,0.86,0.31,0.1,5.7,2.6,8.0,False
3,2.8,8.6,0.63,1.0142,2.66,0.0,9.9,6.7,0.5,12.2,False
6,2.3,7.4,0.54,1.0126,2.64,0.0,9.2,10.8,3.9,16.7,False
5,2.1,6.7,0.51,1.0157,2.7,0.0,9.6,14.6,8.8,20.6,True
2,2.6,8.6,0.55,1.0185,3.17,0.0,13.5,15.6,6.8,23.0,True
2,3.7,11.7,0.6,1.0179,3.2,0.0,13.7,15.7,8.9,22.0,True
2,2.3,7.9,0.56,1.0198,2.74,0.0,9.6,14.2,7.0,20.2,True
2,3.0,10.6,0.48,1.0198,2.94,0.0,11.2,14.4,7.5,20.8,True
1,4.2,12.8,0.51,1019,3.23,0.0,13.6,14.2,8.1,19.8,True
4,4.5,15.0,0.46,1.0139,3.14,0.0,12.7,15.2,7.9,21.1,True
8,4.1,12.3,0.72,1.0149,0.94,0.0,0.1,9.6,7.4,12.7,False
5,2.3,7.2,0.72,1.0164,2.1,0.0,4.8,11.7,8.3,16.6,False
0,1.9,7.7,0.57,1.0171,3.34,0.0,14.2,13.5,6.2,19.8,True
2,1.9,12.2,0.51,1.0172,3.19,0.02,12.8,16.1,5.6,23.5,False
7,3.7,13.2,0.64,1.0178,2.3,1.59,5.9,15.8,11.9,20.2,False
7,3.1,9.0,0.87,1022,1.92,0.98,3.6,11.9,8.7,16.4,False
6,2.3,8.9,0.6,1.0188,3.03,0.23,11.2,16.1,7.5,23.0,False
7,2.9,14.6,0.79,1.0177,1.82,1.34,3.0,16.5,14.4,21.4,False
5,3.4,11.6,0.72,1.0191,2.74,0.03,8.8,17.1,12.2,22.5,False
7,3.3,16.3,0.81,1.0154,1.32,0.6,0.9,16.7,13.0,22.4,False
3,5.6,18.9,0.61,1.0143,3.41,0.04,14.1,15.5,10.8,20.0,False
5,3.8,16.6,0.65,1.0079,2.25,0.2,5.3,14.1,11.2,18.2,False
6,4.3,12.9,0.65,1.0103,2.21,0.03,5.0,14.0,11.4,17.9,False
4,3.9,13.4,0.57,1.0068,3.09,0.05,11.2,18.5,10.8,28.7,False
7,3.3,9.4,0.68,1.0195,0.88,0.18,0.0,12.3,9.6,13.6,False
7,2.1,6.5,0.71,1.0232,1.96,0.14,3.5,11.6,8.9,15.3,False
7,4.5,14.7,0.58,1.0222,2.23,0.22,5.0,12.9,8.7,17.5,False
8,5.1,17.1,0.79,1.0215,1.12,0.68,0.3,14.5,11.3,18.9,False
7,5.0,15.4,0.84,1.0215,2.08,0.93,4.1,16.4,13.6,21.1,False
8,5.4,16.9,0.75,1.0171,1.07,1.15,0.2,15.7,12.8,17.6,False
8,3.1,8.5,0.83,1.0122,0.89,0.64,0.0,10.7,7.6,13.5,False
7,4.2,15.2,0.86,1.0118,2.11,0.65,4.2,6.3,3.7,10.1,False
7,3.3,12.3,0.81,1.0174,1.8,0.41,2.6,6.8,4.0,10.3,False
7,3.9,10.4,0.85,1.0222,1.01,0.53,0.4,6.7,4.4,9.8,False
7,2.1,6.6,0.74,1.0263,1.18,0.0,0.9,8.1,3.7,12.3,False
5,3.3,10.9,0.65,1.0249,2.84,0.27,9.8,11.4,5.9,16.5,False
7,3.5,14.6,0.84,1.0219,1.28,0.32,1.2,10.4,8.3,14.3,False
7,2.9,9.9,0.69,1.0222,1.56,0.02,2.3,11.0,7.9,15.1,False
6,2.4,9.8,0.66,1.0251,2.04,0.0,4.7,10.6,6.8,14.9,False
3,1.9,6.5,0.67,1.0273,2.88,0.0,10.0,11.3,5.0,16.6,False
3,2.5,8.0,0.6,1027,3.42,0.0,14.0,13.0,5.4,18.8,True
3,2.2,8.1,0.57,1025,3.5,0.0,14.6,14.9,6.3,21.3,True
6,2.1,7.4,0.6,1.0229,2.79,0.0,9.3,16.4,8.6,22.7,True
0,4.3,12.2,0.55,1.0261,3.62,0.0,15.5,16.6,9.7,22.1,True
1,3.1,8.3,0.52,1.0246,3.61,0.0,15.4,18.9,11.2,25.7,True
0,1.8,7.4,0.53,1.0218,3.61,0.0,15.4,19.9,10.7,27.6,True
1,1.8,6.5,0.48,1.0171,3.56,0.0,15.0,21.6,12.4,28.9,True
3,2.2,6.9,0.43,1.0157,3.36,0.0,13.4,23.9,15.9,30.7,True
5,3.2,15.2,0.51,1015,3.14,0.26,11.7,23.8,17.6,30.3,False
5,2.7,9.1,0.7,1017,2.22,0.28,5.6,20.8,16.9,26.0,False
4,2.0,10.1,0.64,1.0168,2.83,0.06,9.5,22.3,15.3,29.0,False
3,2.9,10.1,0.56,1.0149,3.34,0.03,13.2,23.8,17.2,29.3,False
3,2.2,7.8,0.57,1.0158,3.23,0.0,12.4,24.9,17.6,31.2,True
7,3.1,12.1,0.64,1.0132,2.86,1.34,9.7,24.3,18.5,30.1,False
6,2.9,10.8,0.7,1.0144,2.32,0.0,6.2,20.9,16.5,25.5,True
7,2.3,6.7,0.73,1.0169,1.73,0.0,3.0,19.4,15.7,23.2,True
3,2.0,6.9,0.67,1.0144,3.26,0.0,12.6,22.4,15.0,29.3,True
4,2.4,20.6,0.61,1.0117,2.57,1.37,7.8,23.9,18.1,32.0,False
3,2.3,9.4,0.64,1.0155,3.36,0.06,13.4,22.6,17.1,26.9,False
2,2.3,21.0,0.72,1.0169,2.98,1.18,10.6,23.1,19.4,29.6,False
3,2.7,10.9,0.73,1.0172,2.64,0.03,8.3,21.4,17.7,25.5,False
7,2.2,11.1,0.82,1.0188,1.98,2.27,4.3,18.3,14.1,24.3,False
4,2.2,7.6,0.77,1.0232,2.38,0.0,6.6,18.5,14.9,23.0,True
3,3.4,10.8,0.7,1.0238,3.27,0.0,12.8,18.5,12.9,23.6,True
1,4.3,10.6,0.64,1.0207,3.56,0.0,15.1,18.9,13.9,23.8,True
2,3.1,8.8,0.7,1.0163,3.4,0.0,13.9,20.7,14.0,27.0,True
1,2.0,7.6,0.65,1.0163,3.49,0.0,14.6,22.7,15.9,28.8,True
3,2.4,17.1,0.63,1.0164,3.42,0.0,14.1,23.9,16.6,30.3,True
5,2.8,12.6,0.67,1.0177,2.5,0.29,7.5,21.2,17.3,28.6,False
7,3.0,9.2,0.83,1.0179,1.38,0.0,1.6,18.2,16.9,19.9,True
7,2.4,6.8,0.76,1.0195,1.7,0.01,3.0,19.7,16.7,23.2,False
2,1.6,6.1,0.64,1.0192,2.86,0.0,10.0,22.1,16.0,27.7,True
3,2.4,8.6,0.56,1.0233,2.98,0.0,10.9,23.3,17.9,28.9,True
2,1.7,7.5,0.58,1.0215,3.35,0.0,13.7,24.3,17.0,30.8,True
5,2.1,11.4,0.66,1021,2.75,0.4,9.3,23.5,19.3,29.0,False
2,2.1,7.4,0.62,1.0193,3.34,0.0,13.7,23.8,17.1,30.1,True
4,2.0,10.4,0.76,1.0217,2.64,1.75,8.6,21.8,17.9,29.6,False
4,3.4,10.0,0.63,1.0253,3.14,0.0,12.3,20.7,15.9,25.7,True
1,3.5,10.4,0.51,1.0253,3.5,0.0,15.2,20.2,13.3,25.7,True
0,3.5,9.2,0.45,1.0236,3.5,0.0,15.2,20.7,13.0,27.1,True
2,2.8,8.0,0.47,1.0212,3.45,0.0,14.9,22.2,14.0,29.2,True
0,1.9,8.8,0.46,1.02,3.47,0.0,15.1,23.4,13.7,31.7,True
1,1.7,7.6,0.4,1.0183,3.38,0.0,14.4,26.4,16.3,34.8,True
3,2.8,12.4,0.46,1.0188,3.18,0.0,12.9,26.7,20.6,33.8,True
2,2.5,9.0,0.48,1016,3.14,0.05,12.6,26.3,19.8,33.0,False
6,2.3,9.4,0.68,1.0182,1.61,0.42,2.8,23.3,19.3,28.4,False
1,2.2,7.2,0.58,1.0183,3.36,0.0,14.5,24.9,17.9,31.4,True
0,2.8,9.8,0.5,1.0166,3.35,0.0,14.5,26.3,18.0,32.8,True
4,1.8,7.0,0.48,1.0159,3.22,0.0,13.5,26.5,18.3,33.6,True
3,2.1,12.1,0.49,1.0147,2.74,0.0,9.9,26.5,20.4,33.3,True
6,2.6,12.1,0.62,1.0118,2.09,0.0,5.6,23.5,19.0,27.9,True
6,3.0,8.4,0.78,1.0111,1.4,0.38,2.0,20.3,18.7,23.5,False
5,1.7,7.5,0.6,1.0135,2.55,0.0,8.7,23.7,17.8,30.5,True
6,2.4,15.5,0.66,1.0142,2.2,1.16,6.4,22.9,19.3,31.1,False
7,2.9,13.7,0.86,1.0122,1.29,0.87,1.6,18.3,14.8,20.2,False
6,3.5,14.0,0.68,1011,2.24,0.05,6.8,17.9,14.0,22.5,False
8,1.7,5.4,0.88,1.0078,0.7,3.5,0.0,13.8,11.6,16.9,False
7,3.0,10.8,0.84,1.0113,1.44,0.01,2.3,14.4,11.6,19.2,False
7,2.9,10.7,0.77,1.0146,1.63,0.6,3.3,15.9,12.4,20.3,False
8,4.5,11.3,0.93,1.0152,0.78,2.08,0.1,14.8,13.7,17.8,False
5,4.5,11.5,0.8,1.0141,2.05,0.05,5.8,17.7,14.1,22.8,False
7,2.2,11.4,0.79,1.0137,1.94,0.65,5.2,17.4,14.1,24.1,False
6,1.4,4.7,0.72,1.0141,1.66,0.0,3.6,16.2,12.6,19.9,True
7,2.5,14.8,0.84,1.0135,1.0,0.51,0.7,14.2,11.8,17.8,False
6,3.0,12.5,0.84,1.0124,1.3,0.75,1.9,12.6,10.9,18.3,False
7,2.5,8.7,0.77,1009,1.42,0.0,2.5,12.6,9.9,17.0,False
7,2.7,9.3,0.77,1.0086,1.66,0.08,3.8,12.4,9.0,17.7,False
6,3.8,17.2,0.69,1.0105,1.24,0.0,1.7,14.1,10.9,18.7,True
6,4.3,14.5,0.62,1.0114,2.22,0.0,7.5,17.0,12.9,22.0,True
5,1.9,8.1,0.78,1.0079,1.84,0.0,5.0,16.2,11.0,21.2,True
4,2.5,7.3,0.65,1.0056,2.83,0.1,12.4,21.0,13.5,27.7,False
5,3.2,17.0,0.62,1.0095,2.16,0.0,7.3,19.6,14.8,24.5,True
4,2.2,13.9,0.69,1.0146,2.66,0.73,11.2,20.6,12.9,28.3,False
7,2.5,15.3,0.83,1021,0.97,0.27,0.8,16.6,14.2,19.7,False
5,3.0,13.4,0.75,1.0205,1.54,0.71,3.5,16.1,14.0,19.6,False
6,3.3,10.7,0.8,1018,1.33,0.35,2.4,15.4,12.8,19.3,False
5,1.7,5.1,0.7,1.0163,2.62,0.0,11.4,16.3,10.9,22.2,True
5,2.1,12.7,0.77,1.0116,1.99,0.49,6.6,16.3,11.4,24.5,False
4,3.6,11.6,0.66,1.0106,2.04,0.0,7.0,15.7,11.2,20.2,True
5,2.8,9.1,0.6,1.0105,2.04,0.01,7.1,16.7,12.5,21.8,False
6,4.1,12.2,0.79,1.0134,1.18,0.76,1.9,14.8,12.7,18.1,False
7,4.0,12.7,0.83,1.0111,0.83,0.69,0.5,13.4,10.6,17.4,False
6,4.7,14.5,0.78,1.0107,1.76,1.1,5.4,11.4,8.6,15.5,False
6,4.5,15.9,0.88,1018,1.24,1.11,2.3,10.6,8.3,13.4,False
4,3.3,9.8,0.75,1.0254,1.96,0.0,7.0,12.8,9.4,18.2,True
1,2.0,5.4,0.65,1.0207,2.6,0.0,12.8,15.7,9.2,23.3,True
6,2.4,7.9,0.62,1016,1.85,0.0,6.2,19.2,12.5,25.7,True
7,4.6,14.5,0.65,1.0181,0.94,0.0,0.8,20.6,18.1,23.4,True
4,4.8,13.5,0.68,1.0224,1.51,0.0,3.9,22.7,19.6,26.6,True
3,3.0,8.4,0.71,1.0241,2.28,0.0,10.3,20.5,14.8,25.5,True
4,2.2,6.8,0.73,1.0193,2.26,0.0,10.3,19.5,12.9,25.5,True
3,2.1,10.8,0.7,1.0135,2.33,0.74,11.2,22.0,15.0,29.6,False
3,2.9,11.4,0.66,1.0256,2.05,0.0,8.7,14.7,10.5,18.9,True
1,3.3,10.0,0.64,1.0262,2.44,0.0,12.6,14.6,7.7,21.1,True
2,1.9,5.0,0.7,1.0242,2.34,0.0,11.8,16.1,8.2,24.6,True
3,1.8,6.9,0.74,1.0219,2.29,0.0,11.5,18.4,12.4,25.8,True
0,1.7,6.6,0.75,1.0194,2.31,0.0,11.9,18.1,11.4,26.1,True
0,1.9,6.7,0.66,1.0164,2.3,0.0,12.0,18.5,11.2,26.4,True
4,2.4,8.1,0.65,1.0094,1.87,0.0,7.9,19.3,11.0,27.3,True
7,2.7,8.2,0.79,1.0043,0.74,0.06,0.4,17.1,14.2,19.4,False
6,1.8,6.6,0.83,1.0081,1.52,0.0,5.1,17.3,11.7,22.1,True
6,1.9,5.7,0.83,1.0088,1.25,0.0,3.2,16.3,13.8,20.3,True
7,2.9,10.6,0.86,1.0124,0.84,0.24,0.9,16.2,13.8,20.7,False
7,2.9,9.8,0.91,1.0168,0.73,1.24,0.5,14.9,13.6,16.9,False
5,1.9,5.1,0.78,1019,1.66,0.0,6.9,16.6,12.8,21.8,True
3,2.3,8.5,0.79,1.0171,2.12,0.0,11.7,16.1,10.1,23.5,True
3,1.9,5.6,0.82,1015,1.92,0.0,9.8,16.6,11.7,23.3,True
3,2.5,7.5,0.82,1.0139,1.61,0.0,6.8,15.7,11.1,22.8,True
1,1.6,6.9,0.8,1.0106,1.94,0.0,10.4,16.3,9.2,24.3,True
7,2.1,7.3,0.8,1.0082,1.24,0.06,3.9,17.6,14.3,21.9,False
8,2.8,8.7,0.98,1.0156,0.48,1.22,0.0,13.9,13.2,15.6,False
8,1.6,4.7,0.98,1.0165,0.48,0.09,0.0,14.3,12.7,16.3,False
6,1.5,4.8,0.9,1014,0.85,0.0,1.4,14.2,11.7,18.6,True
5,1.3,4.2,0.89,1.0136,1.52,0.0,6.9,14.4,9.7,21.0,True
4,2.0,6.0,0.77,1.0142,1.75,0.18,9.5,17.2,11.3,23.1,False
8,2.5,7.9,0.85,1.0153,0.94,0.41,2.2,16.8,14.7,21.4,False
7,2.4,6.9,0.77,1.0137,0.87,0.0,1.8,17.1,13.9,21.4,True
7,2.6,16.3,0.83,1.0039,1.32,2.85,5.5,16.2,11.9,22.4,False
7,3.6,15.2,0.74,1.0136,0.79,0.02,1.4,11.9,10.1,14.3,False
5,2.6,7.7,0.79,1.0215,1.01,0.16,3.0,10.9,8.5,14.8,False
4,3.1,10.8,0.67,1.0193,1.27,0.01,5.5,12.6,7.8,18.4,False
7,3.5,13.5,0.78,1.0176,0.85,0.17,2.0,12.1,8.3,15.1,False
3,2.0,6.8,0.78,1.0243,1.69,0.0,10.6,10.8,5.5,17.6,False
3,1.3,3.8,0.75,1.0224,1.67,0.0,10.6,12.3,5.2,21.6,True
2,1.6,6.9,0.78,1.0214,1.65,0.0,10.6,12.4,6.6,19.9,True
2,0.9,3.9,0.85,1.0162,1.57,0.0,9.8,12.0,5.9,20.3,True
4,1.5,6.5,0.85,1.0213,1.29,0.0,6.6,13.6,8.7,19.9,True
5,1.9,6.7,0.9,1.0274,1.24,0.0,6.2,13.3,8.9,18.8,True
6,2.9,10.8,0.88,1.0261,0.71,0.0,1.5,12.5,9.4,15.1,False
3,2.4,7.2,0.84,1.0262,1.26,0.0,6.8,10.2,6.3,16.5,False
3,3.3,10.2,0.81,1.0252,1.22,0.0,6.5,8.8,4.9,14.4,False
3,1.3,4.8,0.88,1.0207,1.11,0.0,5.4,5.8,1.9,11.8,False
4,1.3,3.9,0.9,1.0137,1.15,0.0,6.1,6.7,0.3,13.7,False
5,1.4,4.3,0.82,1.0058,1.32,0.0,8.3,10.8,4.7,18.8,True
4,1.8,7.4,0.8,1.0041,1.27,0.0,7.9,12.7,7.7,18.6,True
6,1.8,5.3,0.78,1.0077,0.7,0.0,1.9,13.6,10.7,18.7,True
