,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
2340,8,3.1,8.5,0.83,1.0122,0.89,0.64,0.0,10.7,7.6,13.5,0
2341,7,4.2,15.2,0.86,1.0118,2.11,0.65,4.2,6.3,3.7,10.1,0
2342,7,3.3,12.3,0.81,1.0174,1.8,0.41,2.6,6.8,4.0,10.3,0
2343,7,3.9,10.4,0.85,1.0222,1.01,0.53,0.4,6.7,4.4,9.8,0
2344,7,2.1,6.6,0.74,1.0263,1.18,0.0,0.9,8.1,3.7,12.3,0
2345,5,3.3,10.9,0.65,1.0249,2.84,0.27,9.8,11.4,5.9,16.5,0
2346,7,3.5,14.6,0.84,1.0219,1.28,0.32,1.2,10.4,8.3,14.3,0
2347,7,2.9,9.9,0.69,1.0222,1.56,0.02,2.3,11.0,7.9,15.1,0
2348,6,2.4,9.8,0.66,1.0251,2.04,0.0,4.7,10.6,6.8,14.9,0
2349,3,1.9,6.5,0.67,1.0273,2.88,0.0,10.0,11.3,5.0,16.6,0
2352,6,2.1,7.4,0.6,1.0229,2.79,0.0,9.3,16.4,8.6,22.7,1
2353,0,4.3,12.2,0.55,1.0261,3.62,0.0,15.5,16.6,9.7,22.1,1
2354,1,3.1,8.3,0.52,1.0246,3.61,0.0,15.4,18.9,11.2,25.7,1
2355,0,1.8,7.4,0.53,1.0218,3.61,0.0,15.4,19.9,10.7,27.6,1
2356,1,1.8,6.5,0.48,1.0171,3.56,0.0,15.0,21.6,12.4,28.9,1
2357,3,2.2,6.9,0.43,1.0157,3.36,0.0,13.4,23.9,15.9,30.7,1
2360,4,2.0,10.1,0.64,1.0168,2.83,0.06,9.5,22.3,15.3,29.0,0
2361,3,2.9,10.1,0.56,1.0149,3.34,0.03,13.2,23.8,17.2,29.3,0
2362,3,2.2,7.8,0.57,1.0158,3.23,0.0,12.4,24.9,17.6,31.2,1
2364,6,2.9,10.8,0.7,1.0144,2.32,0.0,6.2,20.9,16.5,25.5,1
2365,7,2.3,6.7,0.73,1.0169,1.73,0.0,3.0,19.4,15.7,23.2,1
2366,3,2.0,6.9,0.67,1.0144,3.26,0.0,12.6,22.4,15.0,29.3,1
2368,3,2.3,9.4,0.64,1.0155,3.36,0.06,13.4,22.6,17.1,26.9,0
2370,3,2.7,10.9,0.73,1.0172,2.64,0.03,8.3,21.4,17.7,25.5,0
2372,4,2.2,7.6,0.77,1.0232,2.38,0.0,6.6,18.5,14.9,23.0,1
2373,3,3.4,10.8,0.7,1.0238,3.27,0.0,12.8,18.5,12.9,23.6,1
2374,1,4.3,10.6,0.64,1.0207,3.56,0.0,15.1,18.9,13.9,23.8,1
2375,2,3.1,8.8,0.7,1.0163,3.4,0.0,13.9,20.7,14.0,27.0,1
2376,1,2.0,7.6,0.65,1.0163,3.49,0.0,14.6,22.7,15.9,28.8,1
2377,3,2.4,17.1,0.63,1.0164,3.42,0.0,14.1,23.9,16.6,30.3,1
2378,5,2.8,12.6,0.67,1.0177,2.5,0.29,7.5,21.2,17.3,28.6,0
2379,7,3.0,9.2,0.83,1.0179,1.38,0.0,1.6,18.2,16.9,19.9,1
2380,7,2.4,6.8,0.76,1.0195,1.7,0.01,3.0,19.7,16.7,23.2,0
2381,2,1.6,6.1,0.64,1.0192,2.86,0.0,10.0,22.1,16.0,27.7,1
2382,3,2.4,8.6,0.56,1.0233,2.98,0.0,10.9,23.3,17.9,28.9,1
2383,2,1.7,7.5,0.58,1.0215,3.35,0.0,13.7,24.3,17.0,30.8,1
2385,2,2.1,7.4,0.62,1.0193,3.34,0.0,13.7,23.8,17.1,30.1,1
2387,4,3.4,10.0,0.63,1.0253,3.14,0.0,12.3,20.7,15.9,25.7,1
2388,1,3.5,10.4,0.51,1.0253,3.5,0.0,15.2,20.2,13.3,25.7,1
2389,0,3.5,9.2,0.45,1.0236,3.5,0.0,15.2,20.7,13.0,27.1,1
2390,2,2.8,8.0,0.47,1.0212,3.45,0.0,14.9,22.2,14.0,29.2,1
2391,0,1.9,8.8,0.46,1.02,3.47,0.0,15.1,23.4,13.7,31.7,1
2392,1,1.7,7.6,0.4,1.0183,3.38,0.0,14.4,26.4,16.3,34.8,1
2393,3,2.8,12.4,0.46,1.0188,3.18,0.0,12.9,26.7,20.6,33.8,1
2395,6,2.3,9.4,0.68,1.0182,1.61,0.42,2.8,23.3,19.3,28.4,0
2396,1,2.2,7.2,0.58,1.0183,3.36,0.0,14.5,24.9,17.9,31.4,1
2397,0,2.8,9.8,0.5,1.0166,3.35,0.0,14.5,26.3,18.0,32.8,1
2398,4,1.8,7.0,0.48,1.0159,3.22,0.0,13.5,26.5,18.3,33.6,1
2399,3,2.1,12.1,0.49,1.0147,2.74,0.0,9.9,26.5,20.4,33.3,1
2400,6,2.6,12.1,0.62,1.0118,2.09,0.0,5.6,23.5,19.0,27.9,1
2401,6,3.0,8.4,0.78,1.0111,1.4,0.38,2.0,20.3,18.7,23.5,0
2402,5,1.7,7.5,0.6,1.0135,2.55,0.0,8.7,23.7,17.8,30.5,1
2407,7,3.0,10.8,0.84,1.0113,1.44,0.01,2.3,14.4,11.6,19.2,0
2408,7,2.9,10.7,0.77,1.0146,1.63,0.6,3.3,15.9,12.4,20.3,0
2410,5,4.5,11.5,0.8,1.0141,2.05,0.05,5.8,17.7,14.1,22.8,0
2411,7,2.2,11.4,0.79,1.0137,1.94,0.65,5.2,17.4,14.1,24.1,0
2412,6,1.4,4.7,0.72,1.0141,1.66,0.0,3.6,16.2,12.6,19.9,1
2413,7,2.5,14.8,0.84,1.0135,1.0,0.51,0.7,14.2,11.8,17.8,0
2416,7,2.7,9.3,0.77,1.0086,1.66,0.08,3.8,12.4,9.0,17.7,0
2417,6,3.8,17.2,0.69,1.0105,1.24,0.0,1.7,14.1,10.9,18.7,1
2418,6,4.3,14.5,0.62,1.0114,2.22,0.0,7.5,17.0,12.9,22.0,1
2419,5,1.9,8.1,0.78,1.0079,1.84,0.0,5.0,16.2,11.0,21.2,1
2420,4,2.5,7.3,0.65,1.0056,2.83,0.1,12.4,21.0,13.5,27.7,0
2421,5,3.2,17.0,0.62,1.0095,2.16,0.0,7.3,19.6,14.8,24.5,1
2426,5,1.7,5.1,0.7,1.0163,2.62,0.0,11.4,16.3,10.9,22.2,1
2427,5,2.1,12.7,0.77,1.0116,1.99,0.49,6.6,16.3,11.4,24.5,0
2428,4,3.6,11.6,0.66,1.0106,2.04,0.0,7.0,15.7,11.2,20.2,1
2429,5,2.8,9.1,0.6,1.0105,2.04,0.01,7.1,16.7,12.5,21.8,0
2431,7,4.0,12.7,0.83,1.0111,0.83,0.69,0.5,13.4,10.6,17.4,0
2434,4,3.3,9.8,0.75,1.0254,1.96,0.0,7.0,12.8,9.4,18.2,1
2435,1,2.0,5.4,0.65,1.0207,2.6,0.0,12.8,15.7,9.2,23.3,1
2437,7,4.6,14.5,0.65,1.0181,0.94,0.0,0.8,20.6,18.1,23.4,1
2438,4,4.8,13.5,0.68,1.0224,1.51,0.0,3.9,22.7,19.6,26.6,1
2439,3,3.0,8.4,0.71,1.0241,2.28,0.0,10.3,20.5,14.8,25.5,1
2440,4,2.2,6.8,0.73,1.0193,2.26,0.0,10.3,19.5,12.9,25.5,1
2442,3,2.9,11.4,0.66,1.0256,2.05,0.0,8.7,14.7,10.5,18.9,1
2443,1,3.3,10.0,0.64,1.0262,2.44,0.0,12.6,14.6,7.7,21.1,1
2444,2,1.9,5.0,0.7,1.0242,2.34,0.0,11.8,16.1,8.2,24.6,1
2445,3,1.8,6.9,0.74,1.0219,2.29,0.0,11.5,18.4,12.4,25.8,1
2446,0,1.7,6.6,0.75,1.0194,2.31,0.0,11.9,18.1,11.4,26.1,1
2447,0,1.9,6.7,0.66,1.0164,2.3,0.0,12.0,18.5,11.2,26.4,1
2448,4,2.4,8.1,0.65,1.0094,1.87,0.0,7.9,19.3,11.0,27.3,1
2449,7,2.7,8.2,0.79,1.0043,0.74,0.06,0.4,17.1,14.2,19.4,0
2450,6,1.8,6.6,0.83,1.0081,1.52,0.0,5.1,17.3,11.7,22.1,1
2451,6,1.9,5.7,0.83,1.0088,1.25,0.0,3.2,16.3,13.8,20.3,1
2452,7,2.9,10.6,0.86,1.0124,0.84,0.24,0.9,16.2,13.8,20.7,0
2455,3,2.3,8.5,0.79,1.0171,2.12,0.0,11.7,16.1,10.1,23.5,1
2457,3,2.5,7.5,0.82,1.0139,1.61,0.0,6.8,15.7,11.1,22.8,1
2458,1,1.6,6.9,0.8,1.0106,1.94,0.0,10.4,16.3,9.2,24.3,1
2459,7,2.1,7.3,0.8,1.0082,1.24,0.06,3.9,17.6,14.3,21.9,0
2461,8,1.6,4.7,0.98,1.0165,0.48,0.09,0.0,14.3,12.7,16.3,0
2463,5,1.3,4.2,0.89,1.0136,1.52,0.0,6.9,14.4,9.7,21.0,1
2464,4,2.0,6.0,0.77,1.0142,1.75,0.18,9.5,17.2,11.3,23.1,0
2465,8,2.5,7.9,0.85,1.0153,0.94,0.41,2.2,16.8,14.7,21.4,0
2466,7,2.4,6.9,0.77,1.0137,0.87,0.0,1.8,17.1,13.9,21.4,1
2468,7,3.6,15.2,0.74,1.0136,0.79,0.02,1.4,11.9,10.1,14.3,0
2469,5,2.6,7.7,0.79,1.0215,1.01,0.16,3.0,10.9,8.5,14.8,0
2470,4,3.1,10.8,0.67,1.0193,1.27,0.01,5.5,12.6,7.8,18.4,0
2471,7,3.5,13.5,0.78,1.0176,0.85,0.17,2.0,12.1,8.3,15.1,0
2472,3,2.0,6.8,0.78,1.0243,1.69,0.0,10.6,10.8,5.5,17.6,0
2473,3,1.3,3.8,0.75,1.0224,1.67,0.0,10.6,12.3,5.2,21.6,1
2474,2,1.6,6.9,0.78,1.0214,1.65,0.0,10.6,12.4,6.6,19.9,1
2475,2,0.9,3.9,0.85,1.0162,1.57,0.0,9.8,12.0,5.9,20.3,1
2476,4,1.5,6.5,0.85,1.0213,1.29,0.0,6.6,13.6,8.7,19.9,1
2477,5,1.9,6.7,0.9,1.0274,1.24,0.0,6.2,13.3,8.9,18.8,1
2478,6,2.9,10.8,0.88,1.0261,0.71,0.0,1.5,12.5,9.4,15.1,0
2479,3,2.4,7.2,0.84,1.0262,1.26,0.0,6.8,10.2,6.3,16.5,0
2480,3,3.3,10.2,0.81,1.0252,1.22,0.0,6.5,8.8,4.9,14.4,0
2481,3,1.3,4.8,0.88,1.0207,1.11,0.0,5.4,5.8,1.9,11.8,0
2482,4,1.3,3.9,0.9,1.0137,1.15,0.0,6.1,6.7,0.3,13.7,0
2483,5,1.4,4.3,0.82,1.0058,1.32,0.0,8.3,10.8,4.7,18.8,1
2484,4,1.8,7.4,0.8,1.0041,1.27,0.0,7.9,12.7,7.7,18.6,1
2485,6,1.8,5.3,0.78,1.0077,0.7,0.0,1.9,13.6,10.7,18.7,1
2487,7,1.9,5.3,0.7,1.0042,0.6,0.53,1.3,15.5,10.2,20.5,0
2488,5,3.8,13.0,0.72,1.0065,0.77,0.07,2.8,14.5,11.1,18.4,0
2489,2,2.5,7.7,0.73,1.0152,1.18,0.0,7.8,11.5,6.6,16.5,0
2490,2,1.7,5.5,0.79,1.0146,1.24,0.0,8.8,14.1,7.4,24.6,1
2491,3,3.2,11.5,0.71,1.0232,0.96,0.0,5.2,17.0,10.6,23.1,1
2492,7,3.2,10.3,0.74,1.0262,0.69,0.21,2.4,16.0,13.3,19.4,0
2494,4,2.1,7.8,0.77,1.0226,0.85,0.0,4.3,9.7,7.6,13.6,0
2495,4,3.5,13.7,0.64,1.0118,0.95,0.04,5.7,12.5,5.0,20.4,0
2497,5,4.6,14.6,0.68,1.0281,1.0,0.37,6.8,0.8,-2.0,2.7,0
2498,7,2.8,10.8,0.86,1.03,0.56,0.08,1.6,1.2,-0.2,3.8,0
2499,7,3.8,9.4,0.77,1.0331,0.64,0.0,2.5,3.5,-0.1,6.3,0
2500,8,4.6,11.3,0.72,1.0301,0.27,0.08,0.0,5.7,4.0,7.5,0
2501,7,3.2,8.7,0.77,1.0298,0.75,0.0,4.0,5.7,1.7,9.4,0
2502,2,1.1,3.3,0.77,1.0263,1.02,0.0,8.1,5.2,-1.2,14.2,0
2503,4,3.4,12.7,0.66,1.0254,0.94,0.0,7.0,9.6,1.2,15.2,0
2504,6,4.7,15.6,0.77,1.0269,0.3,0.11,0.1,10.3,5.1,13.3,0
2505,4,2.4,7.1,0.74,1.0356,0.89,0.0,6.6,4.7,0.9,8.7,0
2509,6,4.2,13.6,0.86,1.0166,0.28,0.3,0.1,11.1,9.1,12.6,0
2511,1,1.8,4.6,0.7,1.0127,0.96,0.0,8.8,10.7,5.4,19.7,1
2512,6,1.1,3.7,0.84,1.0138,0.54,0.0,2.5,9.1,5.9,14.6,0
2513,7,1.7,6.8,0.92,1.0192,0.26,0.1,0.1,8.6,5.1,11.7,0
2514,4,1.4,8.5,0.88,1.0212,0.82,0.19,6.8,8.8,3.4,13.6,0
2515,6,2.3,8.4,0.83,1.0204,0.53,0.11,2.5,6.2,4.2,8.6,0
2516,7,2.6,9.5,0.75,1.0052,0.28,0.35,0.2,7.3,3.8,10.5,0
2517,6,3.1,10.8,0.87,1.0054,0.29,0.14,0.3,4.1,1.5,5.8,0
2518,5,2.1,6.0,0.73,1.0047,0.43,0.0,1.5,5.9,0.8,10.6,0
2519,5,2.4,8.1,0.67,1.0081,0.7,0.0,5.5,10.3,6.6,15.3,0
2520,4,1.4,6.7,0.8,1.0115,0.63,0.0,4.4,8.6,5.2,15.8,0
2522,6,1.5,4.3,0.97,1.0278,0.59,0.0,4.0,3.6,1.1,7.0,0
2523,8,1.6,4.2,0.96,1.0265,0.2,0.0,0.0,2.6,1.1,4.4,0
2524,5,1.2,4.2,0.94,1.0321,0.59,0.0,4.1,4.4,-0.1,8.8,0
2525,8,2.6,8.4,0.96,1.0351,0.2,0.0,0.0,6.1,4.7,7.9,0
2526,8,1.7,4.9,0.89,1.0323,0.21,0.0,0.0,4.4,1.5,5.5,0
2527,4,1.5,3.8,0.89,1.0263,0.68,0.0,6.0,2.1,0.0,6.6,0
2528,2,1.6,8.0,0.76,1.0178,0.68,0.26,6.1,4.3,-1.3,10.8,0
2531,7,2.2,10.9,0.87,1.0112,0.31,0.64,0.6,6.2,4.0,11.2,0
2532,4,2.4,7.0,0.8,1.0127,0.68,0.0,6.6,6.7,4.9,9.8,0
2533,5,2.8,11.6,0.68,1.0022,0.64,0.03,5.8,9.6,4.1,17.0,0
2535,4,2.2,8.6,0.9,1.0298,0.31,0.0,0.7,2.8,-0.6,4.9,0
2536,3,2.0,6.7,0.77,1.0304,0.67,0.0,6.7,2.1,-1.1,5.3,0
2537,7,2.5,12.0,0.71,1.0269,0.23,0.06,0.1,4.3,2.6,6.0,0
2539,2,1.2,4.5,0.72,1.0332,0.71,0.0,7.8,4.0,-1.0,12.4,0
2540,0,1.2,4.2,0.7,1.0315,0.71,0.0,7.8,3.7,-1.3,10.9,0
2541,1,2.4,7.4,0.56,1.0261,0.68,0.07,7.0,7.5,-0.2,13.5,0
2542,8,2.2,7.8,0.89,1.0267,0.19,0.28,0.0,5.5,2.2,8.3,0
2543,7,2.0,6.1,0.89,1.0289,0.19,0.17,0.0,1.3,0.4,2.4,0
2544,7,3.3,8.6,0.72,1.0329,0.26,0.0,0.3,0.5,-0.4,1.6,0
2545,3,1.6,6.0,0.73,1.0368,0.59,0.0,5.1,0.2,-1.9,3.2,0
2546,3,1.9,6.6,0.82,1.0394,0.57,0.0,4.8,1.1,-1.7,4.3,0
2547,1,3.0,10.6,0.84,1.0406,0.67,0.0,6.9,0.5,-1.5,3.6,0
2548,8,2.7,6.6,0.94,1.0405,0.19,0.0,0.0,-0.7,-2.2,0.2,0
2549,8,1.6,5.6,0.95,1.0374,0.19,0.0,0.0,-0.8,-1.5,-0.1,0
2550,8,2.2,7.3,1.0,1.0367,0.19,0.0,0.0,-1.8,-2.9,-1.0,0
2551,6,2.4,7.4,0.9,1.0366,0.19,0.0,0.0,-0.8,-2.3,0.4,0
2552,3,0.9,3.1,0.88,1.0344,0.66,0.0,6.6,-1.3,-4.5,3.3,0
2553,4,1.8,14.6,0.78,1.0304,0.68,0.07,6.9,-0.1,-5.8,6.8,0
2554,5,1.5,5.7,0.8,1.0305,0.54,0.0,3.9,3.3,-2.6,8.9,0
2555,5,1.5,8.2,0.73,1.0302,0.63,0.01,5.7,1.6,-4.2,10.2,0
2556,5,4.7,16.8,0.63,1.0302,0.64,0.08,5.9,9.7,5.8,13.1,0
2558,8,4.5,17.0,0.82,1.0217,0.2,0.38,0.0,3.0,1.7,4.4,0
2559,7,3.8,9.4,0.82,1.0305,0.27,0.04,0.3,3.3,1.7,4.7,0
2560,8,4.6,16.7,0.69,1.0184,0.25,0.02,0.2,6.1,3.3,8.8,0
2562,7,3.3,10.2,0.79,1.0239,0.24,0.27,0.1,7.6,5.8,9.6,0
2563,6,3.8,14.8,0.8,1.0212,0.45,0.03,2.1,8.1,5.0,10.3,0
2564,6,3.3,13.0,0.72,1.0153,0.31,0.08,0.5,7.9,4.7,10.7,0
2565,6,4.4,12.0,0.77,1.0188,0.21,0.34,0.0,10.6,8.7,12.4,0
2566,5,2.7,15.2,0.71,1.0215,0.75,0.13,7.2,11.4,7.9,15.5,0
2569,4,4.3,18.6,0.64,1.0261,0.68,0.0,5.4,9.3,3.1,12.2,0
2570,5,3.4,12.2,0.78,1.03,0.46,0.02,1.9,7.0,1.3,10.4,0
2571,0,1.3,5.0,0.87,1.0307,0.82,0.0,8.1,2.4,-1.5,8.5,0
2573,6,3.6,12.3,0.66,1.0222,0.41,0.0,1.2,9.0,3.5,12.0,0
2582,5,2.3,8.5,0.87,1.0249,0.26,0.04,0.0,-6.7,-7.9,-4.9,0
2586,5,2.0,6.9,0.81,1.0261,0.32,0.0,0.1,2.7,0.2,4.6,0
2587,4,2.4,9.5,0.83,1.0246,0.8,0.04,5.0,1.6,-0.4,4.1,0
2588,8,3.1,10.8,0.88,1.0287,0.28,0.07,0.0,2.3,1.0,4.0,0
2589,7,1.9,6.7,0.82,1.0312,0.71,0.03,3.4,4.2,0.4,8.1,0
2590,6,3.3,9.8,0.77,1.0336,0.73,0.04,3.6,4.4,3.0,6.0,0
2591,4,1.3,4.1,0.77,1.0316,0.93,0.0,6.2,3.7,-0.3,7.8,0
2592,6,2.9,11.9,0.72,1.0172,0.92,0.56,5.9,4.3,-1.6,10.9,0
2595,7,2.9,14.3,0.75,0.9997,0.69,0.31,2.5,5.8,3.2,7.9,0
2597,4,2.2,7.9,0.71,1.0086,1.06,0.07,7.1,5.2,0.0,10.3,0
2599,8,3.7,15.1,0.83,1.0025,0.33,0.44,0.0,6.6,5.1,8.9,0
2601,5,2.1,7.3,0.66,1.0103,0.77,0.6,2.7,6.3,1.4,10.1,0
2602,6,4.0,15.4,0.78,1.0204,0.53,0.04,0.7,5.6,0.6,7.6,0
2603,2,2.7,8.9,0.75,1.0258,1.32,0.0,9.8,3.7,-0.9,9.6,0
2604,4,3.2,9.7,0.78,1.0196,1.13,0.0,6.6,3.7,0.1,9.4,0
2605,3,1.3,6.3,0.79,1.0156,1.26,0.0,8.3,3.2,-2.5,11.7,0
2606,6,1.5,4.6,0.79,1.0152,0.67,0.0,1.4,4.4,1.2,8.6,0
2607,2,1.3,5.4,0.77,1.0135,1.33,0.0,8.8,5.2,-0.5,12.3,0
2608,1,1.6,7.6,0.63,1.0145,1.42,0.0,10.0,7.1,-0.1,14.4,0
2609,4,1.9,6.2,0.65,1.0141,1.21,0.0,6.7,8.3,4.1,12.1,0
2610,6,1.7,6.4,0.69,1.0123,1.16,0.0,5.9,8.3,3.7,13.4,0
2611,6,2.3,14.0,0.66,1.0086,1.02,0.0,4.1,7.9,2.4,14.8,0
2612,7,2.9,13.1,0.63,1.0058,0.4,0.04,0.0,7.3,5.9,10.6,0
2613,7,5.2,13.5,0.78,1.0093,0.72,0.29,1.3,5.8,3.8,7.9,0
2614,8,5.1,14.0,0.83,1.0166,0.41,0.66,0.0,4.1,2.5,7.7,0
2617,4,4.7,16.2,0.72,1.0085,0.99,0.38,3.2,6.1,4.1,8.9,0
2619,5,2.3,10.2,0.63,1.0214,1.46,0.0,7.3,7.7,4.2,12.9,0
2620,6,2.6,11.3,0.72,1.0212,1.09,0.01,3.7,7.0,2.8,15.4,0
2622,7,2.0,9.8,0.78,1.0075,0.97,0.18,2.6,8.0,4.0,11.1,0
2623,6,2.3,8.6,0.74,1.0188,1.06,0.0,3.2,7.6,4.6,11.2,0
2624,7,1.3,5.2,0.61,1.0282,0.9,0.06,2.0,7.2,4.8,10.9,0
2627,1,2.1,7.2,0.6,1.0276,1.99,0.0,11.3,7.5,0.8,15.5,0
2628,1,2.0,6.6,0.59,1.0277,1.99,0.0,11.1,9.5,3.3,16.4,0
2629,0,1.9,6.3,0.65,1.0315,1.92,0.0,10.2,9.3,3.3,15.2,0
2630,1,1.2,5.4,0.75,1.0285,1.82,0.0,9.0,8.2,2.1,15.3,0
2632,7,4.6,15.3,0.66,1.0231,0.79,0.0,0.9,7.9,6.0,10.6,0
2634,8,3.3,9.1,0.81,0.9956,0.54,0.15,0.0,2.5,1.2,4.2,0
2636,6,3.0,12.7,0.87,1.0054,1.26,0.07,3.5,0.8,-0.9,5.1,0
2637,7,4.5,13.9,0.75,1.0096,1.08,0.39,2.2,1.5,-1.3,4.4,0
2638,6,3.7,9.5,0.78,1.0078,1.67,0.36,6.4,2.5,0.0,7.0,0
2639,8,2.9,8.9,0.85,1.0092,0.81,0.08,0.7,2.2,-0.2,4.7,0
2640,4,5.1,17.7,0.68,1.0156,1.92,0.0,8.3,6.9,2.4,13.3,0
2641,1,4.5,14.3,0.57,1.0182,2.31,0.0,11.7,9.0,3.4,15.3,0
2642,2,4.2,11.4,0.49,1.0173,2.29,0.0,11.3,9.1,3.7,15.2,0
2643,4,1.7,9.8,0.57,1.0157,2.17,0.0,10.0,7.8,1.1,14.2,0
2644,4,1.8,11.0,0.64,1.0148,1.79,0.0,6.6,8.7,3.8,14.4,0
2645,3,2.4,10.6,0.64,1.0105,2.1,0.0,9.1,8.7,2.2,15.0,0
2646,8,1.8,7.8,0.72,1.0151,0.91,0.0,0.9,6.9,3.9,10.3,0
2647,2,1.9,6.7,0.61,1.0223,2.33,0.0,10.8,9.6,1.4,17.2,0
2648,2,1.7,5.8,0.59,1.0226,2.19,0.0,9.4,10.7,3.9,17.1,0
2650,7,3.6,10.4,0.81,1.0144,0.64,0.0,0.0,5.0,0.5,8.9,0
2651,4,2.0,5.7,0.57,1.0196,2.56,0.0,12.2,7.2,0.6,13.5,0
2652,1,1.5,6.7,0.57,1.0211,2.57,0.0,12.1,10.5,2.9,17.9,0
2653,4,2.7,8.3,0.57,1.02,2.31,0.0,9.7,12.3,6.9,18.4,1
2654,3,1.7,5.3,0.61,1.0232,2.05,0.0,7.5,9.0,5.1,14.5,0
2655,4,3.2,11.8,0.56,1.0191,2.63,0.0,12.2,11.9,3.3,18.7,1
2656,3,2.6,12.6,0.52,1.0208,2.66,0.0,12.3,12.8,6.8,18.8,1
2657,0,2.1,7.2,0.59,1.0227,2.7,0.0,12.5,12.7,5.4,19.3,1
2658,0,2.6,8.1,0.58,1.0202,2.73,0.0,12.6,15.1,7.6,22.4,1
2659,3,2.8,9.8,0.57,1.0179,2.7,0.0,12.2,17.0,9.2,24.7,1
2660,1,2.9,9.5,0.5,1.0192,2.82,0.0,13.1,17.7,9.5,25.3,1
2661,0,3.0,11.0,0.45,1.0214,2.85,0.0,13.2,16.5,8.9,23.9,1
2662,1,3.1,9.8,0.45,1.0203,2.88,0.0,13.3,15.8,9.0,22.8,1
2664,7,3.0,10.0,0.58,1.0202,1.72,0.0,4.3,11.2,6.5,14.4,0
2665,2,1.5,6.2,0.49,1.0194,2.83,0.0,12.5,10.8,3.9,18.2,1
2666,1,2.2,8.7,0.52,1.0182,2.92,0.0,13.1,12.3,5.9,18.8,1
2667,1,2.0,6.8,0.53,1.0202,2.87,0.0,12.5,12.1,5.0,19.3,1
2668,2,2.0,6.3,0.5,1.0217,2.94,0.0,13.0,14.5,5.4,23.4,1
2669,1,2.8,11.8,0.48,1.0213,2.75,0.03,11.3,16.9,8.1,24.8,0
2670,7,2.2,8.2,0.61,1.02,0.76,0.03,0.0,16.1,11.9,20.2,0
2671,1,3.4,11.2,0.61,1.0169,3.03,0.0,13.4,16.5,10.4,23.6,1
2672,1,3.0,8.9,0.47,1.0161,3.04,0.0,13.3,16.6,8.0,25.0,1
2673,1,1.7,6.6,0.5,1.0186,3.1,0.0,13.7,16.8,8.7,24.5,1
2674,0,1.8,5.9,0.49,1.0189,3.06,0.0,13.3,17.9,10.2,25.6,1
2675,2,2.8,9.1,0.46,1.0148,2.87,0.0,11.6,17.7,12.0,24.5,1
2676,3,3.8,11.5,0.45,1.0129,3.08,0.0,13.2,13.8,8.6,19.6,1
2677,1,3.7,11.0,0.4,1.0131,3.18,0.0,13.9,12.9,5.0,19.3,1
2679,7,2.0,6.8,0.44,1.0106,2.55,0.01,8.3,13.9,7.1,20.0,0
2680,5,3.2,10.1,0.55,1.0047,2.4,0.35,7.1,15.6,8.4,21.5,0
2681,7,2.9,10.0,0.77,1.0057,1.62,0.41,2.4,13.6,10.5,17.8,0
2682,8,2.5,12.4,0.8,1.0137,1.04,0.09,0.3,12.7,10.4,17.4,0
2683,6,4.9,14.8,0.64,1.0166,1.72,0.01,2.8,14.1,9.9,18.9,0
2686,5,5.0,15.1,0.45,1.0152,3.16,0.0,12.7,17.9,11.9,23.1,1
2687,6,5.2,18.2,0.44,1.0093,2.67,0.01,8.6,18.3,13.8,23.4,0
2688,4,4.9,17.6,0.53,1.0125,2.94,0.0,10.7,17.1,11.3,22.7,1
2689,5,2.8,8.5,0.52,1.0094,3.11,0.0,12.0,20.2,11.0,27.7,1
2690,3,3.5,14.4,0.59,1.0077,3.14,0.05,12.2,19.1,11.7,27.3,0
2691,7,3.9,12.0,0.78,1.0162,1.03,0.32,0.2,10.3,7.7,13.2,0
2692,4,2.6,15.4,0.6,1.0147,2.82,0.4,9.4,12.0,6.1,17.5,0
2693,8,3.1,13.1,0.9,1.0125,0.86,0.63,0.0,8.8,6.7,11.0,0
2694,3,1.8,6.6,0.65,1.0193,3.05,0.0,11.1,11.8,6.0,17.8,0
2695,0,2.1,6.2,0.54,1.0154,3.5,0.0,14.9,15.8,8.2,22.9,1
2697,2,1.8,7.3,0.56,1.0141,3.42,0.0,14.1,21.9,13.2,29.2,1
2698,5,2.9,8.8,0.66,1.0179,2.21,0.0,5.0,19.9,17.2,23.1,1
2699,4,2.1,10.0,0.62,1.0169,2.79,0.0,8.8,21.4,17.1,27.2,1
2700,1,2.8,9.1,0.63,1.0139,3.47,0.0,14.3,21.7,14.8,27.6,1
2701,6,2.4,10.9,0.47,1.0086,2.85,0.0,9.2,23.6,16.9,30.7,1
2702,4,2.3,10.0,0.52,1.0028,2.85,0.03,9.1,21.9,16.9,30.2,0
2706,6,2.3,8.7,0.67,1.0156,1.84,0.0,2.8,10.2,6.5,14.3,0
2707,3,1.8,7.1,0.62,1.0131,3.28,0.0,12.3,13.5,4.4,20.1,1
2708,8,3.0,11.6,0.77,1.0133,1.21,0.66,1.0,12.9,8.8,15.6,0
2709,7,1.6,4.4,0.86,1.0187,1.33,0.0,1.4,14.2,11.8,19.4,1
2710,6,2.1,7.4,0.76,1.0187,2.52,0.0,7.6,17.0,11.3,24.2,1
